"Kingdom","Phylum","Class","Order","Family","Genus","Count"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquaticitalea",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ascidiimonas",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantiacicella",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantibacter",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Citreitalea",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceitalea",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Euzebyella",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Hyunsoonleella",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ichthyenterobacterium",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Oceanihabitans",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Spongiibacterium",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Subsaxibacter",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tamlana",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacterium",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Zeaxanthinibacter",1
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",1
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium",1
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",1
"Bacteria","Balneolota","Balneolia","Balneolales","Balneolaceae","B2706-C7",1
"Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Caldithrix",1
"Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","SM23-31",1
"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Candidatus Rubidus",1
"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia",1
"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","Candidatus Rhabdochlamydia",1
"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea",1
"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea",1
"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14",1
"Bacteria","Chloroflexota","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea",1
"Bacteria","Chloroflexota","Dehalococcoidia","Dehalococcoidales","Dehalococcoidales Incertae Sedis","Dehalobium",1
"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Planktothricoides SR001",1
"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Paraspirulinaceae","Kamptonema",1
"Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Chroococcidiopsis PCC-6712",1
"Bacteria","Cyanobacteriota","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Halomicronema TFEP1",1
"Bacteria","Cyanobacteriota","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086",1
"Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Limisalsivibrio",1
"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","B18",1
"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","TG3",1
"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinivibrionaceae","Chitinivibrio",1
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Ilyobacter",1
"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus Latescibacter",1
"Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","Candidatus Moduliflexus",1
"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","I-8",1
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",1
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera",1
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir2 lineage",1
"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Alphaproteobacteria Incertae Sedis","Neomegalonemataceae","Acuticoccus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphobacterium",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UKL13-1",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularcula",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Holosporales","Holosporaceae","Candidatus Gortzia",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Lichenibacterium",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Microvirga",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae","Roseiarcus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiales Incertae Sedis","Alsobacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methyloligellaceae","Methyloceanibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae","Martelella",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodomicrobiaceae","Rhodomicrobium",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Incertae Sedis","Incertae Sedis","Hypericibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Kordiimonadales","Temperatibacteraceae","Temperatibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Captivus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Aestuariibius",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","HIMB11",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Hasllibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Marivivens",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Nautella",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Nereida",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Oceanicella",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Oceanicola",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Oceaniovalibus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pararhodobacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Ponticoccus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pontivivens",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudoprimorskyibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudoruegeria",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Pseudosulfitobacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Roseobacter clade Marinomonas lineage",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Roseovarius",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Salinovum",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Seohaeicola",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Tropicibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetovibrio",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Varunaivibrio",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Midichloriaceae","Candidatus Jidaibacter",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Trichorickettsia",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus",1
"Bacteria","Pseudomonadota","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","Candidatus Isobeggiatoa",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Leucotrichaceae","Pelagibaculum",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Beggiatoales","Leucotrichaceae","Thiothrix",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Deefgea",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Candidatus Nitrotoga",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Candidatus Methylopumilus",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilus",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Pseudomethylobacillus",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Sulfuriferula",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Halochromatium",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Lamprocystis",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Gayadomonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Neiella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Idiomarina",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Kangiellaceae","Pleionea",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Haemophilus",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Enterovibrio",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Francisellales","Francisellaceae","Fastidiosibacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Stenotrophomonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Lysobacteraceae","Thermomonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Dokdonella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Lysobacterales","Rhodanobacteraceae","Pseudolysobacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylomonas",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Marine Methylotrophic Group 3",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Methylophaga",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","MSB-1D1",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","SZB85",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Agaribacterium",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Pseudoteredinibacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halieaceae","Parahaliea",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Kushneria",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Microbulbiferaceae","Microbulbifer",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","Aliamphritea",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","Neptuniibacter",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Nitrincolaceae","Nitrincola",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Bermanella",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Sinobacterium",1
"Bacteria","Pseudomonadota","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera",1
"Bacteria","Pseudomonadota","Magnetococcia","Magnetococcales","Magnetococcaceae","Magnetococcus",1
"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Oceanispirochaeta",1
"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Rectinema",1
"Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Thermovirga",1
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfobacteraceae","Candidatus Desulfamplus",1
"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfoluna",1
"Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Candidatus Electrothrix",1
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfoplanes",1
"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Maridesulfovibrio",1
"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Pelotalea",1
"Bacteria","Thermodesulfobacteriota","Syntrophia","Syntrophales","Syntrophaceae","Syntrophus",1
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",1
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Puniceicoccaceae","Puniceicoccus",1
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","DEV114",1
"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","SH3-11",1
